"id";"idade";"escolaridade";"estado_civil";"renda";"criancas_casa";"adolescentes_casa";"data_inscricao";"dias_ultima_compra";"gasto_vinhos";"gasto_frutas";"gasto_carnes";"gasto_peixes";"gasto_doces";"gastos_premium";"compras_desconto";"compras_site";"compras_catalogo";"compras_loja";"visitas_mes_site";"reclamacao";"campanha1";"campanha2";"campanha3";"campanha4";"campanha5";"campanha6"
8970;42;"Doutorado";"Casado";62010;0;1;"2012-10-23";93;371;22;39;6;0;92;4;6;2;7;5;0;0;0;0;0;0;0
10581;37;"Graduacao";"Casado";41124;1;0;"2012-10-31";41;281;7;84;15;0;119;7;7;3;4;8;0;0;0;0;0;0;0
5300;41;"Mestrado";"Casado";38961;1;0;"2013-12-30";60;19;7;19;0;1;24;1;2;1;2;7;0;0;0;0;0;0;0
5154;42;"Mestrado";"Divorciado";37760;1;0;"2013-08-11";54;26;3;13;2;10;0;1;2;0;3;6;0;0;0;0;0;0;0
8346;40;"Graduacao";"Solteiro";32233;1;0;"2012-08-19";26;138;15;35;25;11;72;2;6;2;2;9;0;0;0;1;0;0;1
1676;39;"Graduacao";"Casado";43057;0;1;"2013-10-30";30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;0
9286;54;"Mestrado";"Casado";83151;0;0;"2012-10-10";93;407;28;100;120;74;18;1;5;9;4;3;0;0;0;0;0;0;0
2426;50;"Doutorado";"Divorciado";78825;0;0;"2012-09-14";35;483;74;114;169;37;18;1;5;10;13;3;0;0;0;0;0;0;1
5172;38;"Mestrado";"Casado";65104;0;1;"2013-11-14";4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;0
5562;40;"Graduacao";"Casado";60093;0;1;"2013-06-26";92;502;12;109;16;6;90;2;7;2;10;6;0;0;0;0;0;0;0
3436;45;"Graduacao";"Casado";14045;1;0;"2014-01-26";24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;0
3921;62;"Ensino Medio";"Viuvo";28457;0;0;"2012-10-28";96;24;1;108;29;29;14;1;4;1;4;8;0;0;0;0;0;0;0
3403;56;"Doutorado";"Casado";78952;0;1;"2012-09-24";11;1170;19;594;99;76;134;2;2;5;12;6;0;0;0;0;0;0;0
22;38;"Graduacao";"Divorciado";46310;1;0;"2012-12-03";99;185;2;88;15;5;14;2;6;1;5;8;0;0;0;0;0;0;0
10965;59;"Graduacao";"Casado";76005;0;0;"2013-02-22";72;983;20;389;240;50;40;1;3;5;13;6;0;1;0;0;0;0;0
9426;50;"Mestrado";"Solteiro";58308;0;1;"2013-01-12";77;691;0;69;10;0;130;4;2;6;3;8;0;0;0;0;0;0;0
6605;70;"Doutorado";"Divorciado";55614;0;0;"2013-11-27";85;504;13;131;8;0;26;1;9;4;6;7;0;0;0;0;1;0;0
3136;52;"Mestrado";"Divorciado";59432;0;1;"2013-04-13";88;317;25;265;25;19;12;3;5;3;11;5;0;0;0;0;0;0;0
8737;36;"Graduacao";"Divorciado";55563;0;1;"2014-04-05";22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;0
11088;43;"Doutorado";"Casado";78642;0;1;"2013-04-21";83;1396;0;322;46;35;17;1;4;9;4;6;0;0;0;0;0;0;0
716;65;"Doutorado";"Casado";67911;0;1;"2014-05-22";63;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;0
466;70;"Graduacao";"Casado";65275;0;0;"2013-04-03";9;388;14;218;91;14;21;1;4;3;13;2;0;0;0;0;0;0;0
9135;64;"Graduacao";"Casado";27203;1;1;"2012-08-06";92;13;2;21;4;0;24;2;1;1;2;8;0;0;0;0;0;0;0
10623;53;"Mestrado";"Casado";48330;0;1;"2013-11-15";2;28;0;4;0;0;0;1;1;0;3;5;0;0;0;0;0;0;0
8151;24;"Ensino Basico";"Casado";24279;0;0;"2012-12-29";6;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;0;0
5140;29;"Doutorado";"Casado";64355;1;0;"2012-08-24";66;1047;0;140;67;38;153;2;4;3;12;8;0;0;0;0;0;0;0
10160;58;"Mestrado";"Casado";50943;0;1;"2013-06-21";49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0
4945;61;"Graduacao";"Viuvo";53653;0;0;"2012-11-07";29;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;0
10584;38;"Graduacao";"Casado";65665;0;1;"2013-12-02";77;225;162;387;106;36;29;1;5;10;8;3;0;0;0;0;0;0;0
6071;25;"Graduacao";"Solteiro";81217;0;0;"2013-07-19";77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;0;0
3386;22;"Graduacao";"Casado";34935;0;0;"2013-06-21";71;34;4;66;3;10;20;1;2;1;4;7;0;0;0;0;0;0;0
8939;55;"Graduacao";"Divorciado";61250;0;1;"2012-12-16";49;382;138;65;60;26;59;6;5;2;12;5;0;0;0;0;0;0;0
9925;33;"Doutorado";"Casado";39665;1;0;"2013-05-25";97;127;1;56;0;1;31;3;4;2;3;7;0;0;0;1;0;0;0
4320;35;"Graduacao";"Solteiro";60152;0;1;"2013-03-28";6;325;83;300;86;58;91;1;6;4;12;3;0;0;0;0;0;0;0
5389;50;"Graduacao";"Casado";48920;0;2;"2013-10-20";93;238;17;68;8;10;6;3;6;2;5;7;0;0;0;0;1;0;0
6036;55;"Mestrado";"Casado";89120;0;0;"2014-03-17";78;1168;92;408;72;129;55;1;5;6;7;1;0;0;0;0;0;1;0
182;68;"Doutorado";"Casado";44124;0;1;"2013-05-11";62;284;0;55;0;6;52;4;6;2;5;8;0;0;0;0;0;0;0
203;39;"Mestrado";"Solteiro";81169;0;0;"2013-04-14";47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;0;0
11025;53;"Graduacao";"Casado";36443;1;1;"2013-02-03";9;65;0;46;4;3;20;4;3;1;3;8;0;0;0;0;0;0;0
10203;24;"Graduacao";"Solteiro";26095;1;0;"2013-06-30";77;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;0;0
4607;55;"Graduacao";"Casado";71367;0;0;"2013-08-23";24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0
3711;70;"Mestrado";"Casado";80184;0;0;"2014-03-01";19;1035;134;670;25;38;0;1;6;3;10;3;0;1;0;0;0;1;0
3696;49;"Graduacao";"Divorciado";30630;1;1;"2014-01-27";67;27;1;12;2;0;10;2;2;0;3;7;0;0;0;0;0;0;0
2532;27;"Mestrado";"Solteiro";73454;0;0;"2014-03-01";95;982;73;351;56;14;175;1;2;4;6;5;0;0;0;1;0;0;0
9214;23;"Graduacao";"Casado";42691;0;0;"2013-08-16";48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;0
4943;61;"Graduacao";"Casado";70503;0;0;"2012-09-30";73;1379;33;216;0;33;66;1;2;4;9;6;0;0;0;0;1;1;0
35;27;"Graduacao";"Casado";25545;1;0;"2012-09-08";35;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;0;1
2258;28;"Graduacao";"Casado";32880;1;0;"2012-12-04";76;8;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;0;0
4322;56;"Doutorado";"Casado";77863;0;0;"2013-11-27";20;881;38;319;16;25;12;1;4;5;10;2;0;0;0;0;0;0;0
713;37;"Mestrado";"Casado";50353;0;0;"2014-06-08";72;141;15;153;67;31;35;1;4;4;6;3;0;0;0;0;0;0;0
4702;50;"Graduacao";"Solteiro";61839;0;0;"2012-08-12";20;1000;155;379;224;17;120;1;4;8;4;8;0;0;0;0;0;0;0
3281;54;"Doutorado";"Casado";49154;1;1;"2013-11-03";69;206;10;67;30;27;71;6;4;1;8;6;0;0;0;0;0;0;0
702;39;"Ensino Medio";"Viuvo";47682;0;1;"2013-02-15";80;162;61;83;97;57;61;4;4;3;8;5;0;0;0;0;0;0;0
2004;45;"Graduacao";"Solteiro";72679;0;1;"2013-09-18";65;619;54;260;127;54;54;1;4;7;5;1;0;0;0;0;0;0;0
4769;37;"Mestrado";"Casado";57954;1;1;"2014-06-18";52;456;4;24;0;0;9;7;8;2;6;7;0;0;0;0;1;0;0
4437;52;"Graduacao";"Casado";65316;1;1;"2013-04-24";65;112;6;92;3;9;38;2;3;2;5;4;0;0;0;0;0;0;0
8724;32;"Graduacao";"Solteiro";28567;1;0;"2013-06-17";57;11;3;22;2;2;6;2;2;0;3;6;0;0;0;0;0;0;0
10741;63;"Mestrado";"Casado";47352;0;1;"2013-04-11";70;172;12;112;8;0;15;4;6;1;5;7;0;0;0;0;0;0;0
1991;47;"Graduacao";"Casado";44931;0;1;"2014-01-18";0;78;0;11;0;0;7;1;2;1;3;5;0;0;0;0;0;0;0
6931;47;"Graduacao";"Divorciado";76982;0;0;"2014-02-15";19;464;151;292;65;60;30;1;8;3;4;4;0;0;0;0;0;1;1
11096;62;"Ensino Medio";"Casado";57247;0;1;"2013-08-08";50;99;4;32;37;54;6;2;2;1;7;2;0;0;0;0;0;0;0
304;33;"Mestrado";"Solteiro";22944;1;0;"2013-12-23";67;19;3;19;4;5;26;3;3;0;3;7;0;0;0;0;0;0;0
3665;37;"Ensino Medio";"Casado";25315;1;0;"2013-11-07";46;1;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;0;0
10591;45;"Graduacao";"Viuvo";43638;0;1;"2012-08-06";37;63;10;83;7;19;19;2;4;1;4;7;0;0;0;0;0;0;0
5036;30;"Doutorado";"Solteiro";42710;1;0;"2012-11-28";38;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;0;0
5547;32;"Doutorado";"Casado";84169;0;0;"2013-08-07";9;1478;19;403;0;19;0;1;7;6;6;3;0;0;0;0;1;1;1
7822;38;"Graduacao";"Casado";54058;0;1;"2013-06-04";56;198;18;252;32;108;54;2;4;6;8;3;0;0;0;0;0;0;0
8541;24;"Ensino Medio";"Casado";24683;1;0;"2014-03-08";98;8;4;10;6;7;6;2;2;0;4;5;0;0;0;0;0;0;0
10955;50;"Graduacao";"Viuvo";85620;0;0;"2014-01-07";68;416;46;925;60;107;46;1;3;6;4;1;0;0;0;0;0;0;1
4368;34;"Graduacao";"Casado";47850;1;0;"2013-12-03";72;42;7;43;20;12;10;1;3;0;4;6;0;0;0;0;0;0;0
9671;46;"Graduacao";"Casado";19514;1;1;"2014-01-26";47;14;3;21;2;1;28;4;3;1;2;8;0;0;0;1;0;0;1
2256;41;"Mestrado";"Casado";27159;1;1;"2014-03-29";33;17;0;3;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0
4279;51;"Ensino Medio";"Solteiro";39548;1;1;"2014-03-31";87;15;4;10;3;4;18;2;1;1;3;3;0;0;0;0;0;0;0
5371;25;"Graduacao";"Solteiro";21474;1;0;"2014-04-08";0;6;16;24;11;0;34;2;3;1;2;7;0;0;0;1;0;0;1
9240;43;"Doutorado";"Solteiro";60504;0;1;"2014-02-07";73;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;0;0
9460;51;"Graduacao";"Casado";22419;0;0;"2013-04-18";74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;0;0
9504;65;"Mestrado";"Casado";81698;0;0;"2013-11-06";4;179;28;520;111;123;47;1;3;8;13;1;0;0;0;0;0;0;1
8692;62;"Graduacao";"Casado";43462;1;1;"2012-09-12";50;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;0;0
448;36;"Doutorado";"Solteiro";54880;1;0;"2013-03-01";57;308;85;137;102;45;118;2;6;2;11;5;0;0;0;0;0;0;0
8314;32;"Graduacao";"Casado";79908;0;0;"2013-04-05";30;557;129;761;29;185;111;1;5;6;7;2;0;0;0;0;0;1;0
8420;44;"Ensino Medio";"Casado";15315;0;0;"2013-08-03";27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0
3174;55;"Graduacao";"Casado";87771;0;1;"2013-05-22";61;1492;38;287;50;57;33;1;5;10;4;6;0;1;1;0;1;1;1
7685;36;"Graduacao";"Casado";33039;1;0;"2013-09-09";4;30;8;12;8;8;12;1;2;0;4;5;0;0;0;0;0;0;0
3179;34;"Graduacao";"Solteiro";81741;0;0;"2013-06-16";75;249;153;940;58;134;38;0;6;6;7;2;0;0;0;0;0;0;0
9780;43;"Mestrado";"Casado";71499;0;1;"2013-06-25";12;465;25;132;136;0;37;2;8;3;13;4;0;0;0;0;0;0;0
10681;44;"Ensino Medio";"Casado";62466;0;1;"2014-01-15";13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0
10232;51;"Doutorado";"Divorciado";48799;0;1;"2013-11-05";9;174;18;81;28;6;24;3;3;2;7;3;0;0;0;0;0;0;0
4184;64;"Doutorado";"Casado";52157;0;1;"2014-06-07";48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;0
9120;52;"Graduacao";"Solteiro";66565;0;1;"2012-12-05";80;747;10;161;65;40;42;4;4;2;9;8;0;0;0;0;0;0;0
891;63;"Mestrado";"Casado";29298;1;1;"2013-09-07";60;6;0;2;2;0;1;1;1;0;2;5;0;0;0;0;0;0;0
10381;35;"Graduacao";"Solteiro";47691;0;1;"2013-07-05";43;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;0
3525;44;"Graduacao";"Casado";38200;1;1;"2012-12-07";19;12;0;4;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0
6818;40;"Graduacao";"Casado";44989;0;1;"2012-09-12";26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0
3526;46;"Doutorado";"Casado";38443;1;1;"2014-01-27";58;32;0;5;0;0;1;2;1;0;3;7;0;0;0;0;0;0;0
8181;36;"Ensino Medio";"Solteiro";38593;1;0;"2013-09-13";42;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;0;0
1029;44;"Doutorado";"Casado";64413;0;1;"2013-08-01";27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;0
7369;33;"Mestrado";"Casado";36959;1;0;"2013-10-02";56;25;6;25;6;0;0;2;2;0;3;8;0;0;0;0;0;0;0
2574;37;"Doutorado";"Casado";61996;0;1;"2013-01-31";27;1050;12;144;0;0;24;3;6;4;8;5;0;1;1;0;1;0;1
8159;46;"Graduacao";"Casado";51287;1;1;"2014-04-01";10;117;0;22;13;0;30;3;4;1;3;7;0;0;0;0;0;0;0
1160;44;"Graduacao";"Casado";13260;1;1;"2013-08-23";48;9;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;0;0
10242;48;"Doutorado";"Casado";47472;1;1;"2013-09-16";39;56;0;11;0;0;8;2;2;0;4;5;0;0;0;0;0;0;0
5253;58;"Mestrado";"Casado";54603;1;1;"2013-07-09";85;145;13;46;17;2;4;6;4;2;4;7;0;0;0;0;0;0;0
5966;40;"Doutorado";"Casado";45207;1;1;"2012-11-10";64;203;0;10;0;0;2;5;3;1;6;6;0;0;0;0;1;0;0
5314;63;"Graduacao";"Casado";40689;0;1;"2013-03-18";69;270;3;27;39;6;99;7;7;1;5;8;0;0;0;0;0;0;0
5081;47;"Ensino Medio";"Casado";47821;1;1;"2013-10-20";54;9;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;0;0
5123;63;"Mestrado";"Casado";27450;0;0;"2013-04-15";57;37;12;23;8;11;52;1;2;1;3;7;0;0;0;0;0;0;0
5756;31;"Graduacao";"Casado";39453;1;0;"2014-04-03";64;46;0;7;0;0;2;2;2;0;3;6;0;0;0;0;0;0;0
8036;43;"Ensino Medio";"Casado";26850;1;1;"2014-04-18";10;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;0
9058;59;"Graduacao";"Viuvo";79800;0;0;"2012-09-23";65;1060;21;530;32;0;224;1;5;11;5;3;0;1;0;1;0;1;1
5057;53;"Mestrado";"Casado";61794;0;1;"2013-09-14";74;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;0;0
254;59;"Graduacao";"Casado";53863;0;1;"2014-05-17";4;399;4;30;6;4;30;3;7;1;7;7;0;0;0;0;1;0;0
4179;55;"Graduacao";"Casado";24221;0;0;"2013-08-20";94;8;9;9;2;5;22;1;1;1;3;4;0;0;0;0;0;0;0
3710;30;"Doutorado";"Solteiro";39684;1;0;"2012-10-12";41;19;0;35;6;4;17;2;2;1;2;7;1;0;0;0;0;0;1
7627;39;"Mestrado";"Casado";92163;0;0;"2012-12-12";25;817;183;797;106;163;20;0;5;11;5;2;0;1;0;0;0;1;1
4501;49;"Mestrado";"Solteiro";69882;0;0;"2013-11-10";94;292;127;635;132;127;165;1;3;7;9;1;0;0;0;0;0;0;0
6424;37;"Graduacao";"Casado";33178;1;0;"2014-01-30";9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;0
3075;42;"Doutorado";"Casado";59973;0;0;"2013-09-11";47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;0
4992;39;"Mestrado";"Casado";17459;1;0;"2013-09-19";12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;1
5252;45;"Graduacao";"Divorciado";23910;1;0;"2012-10-26";80;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;0;0
7444;45;"Mestrado";"Casado";42169;1;1;"2013-10-19";20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;0
6919;36;"Ensino Medio";"Casado";26224;1;0;"2013-06-04";39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;0
3537;33;"Graduacao";"Casado";31089;1;0;"2012-08-17";57;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;0;0
10277;53;"Graduacao";"Solteiro";30081;0;1;"2013-02-21";27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;0
2453;54;"Graduacao";"Casado";62807;0;1;"2012-08-31";83;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;0;0
7972;59;"Graduacao";"Solteiro";72906;0;0;"2013-09-17";79;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;0
895;66;"Doutorado";"Casado";61467;0;2;"2012-12-09";69;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;0;0
1177;48;"Mestrado";"Casado";49618;1;1;"2013-01-26";77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;0;0
7141;28;"Mestrado";"Solteiro";21888;1;0;"2012-12-29";15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;0;1
7232;41;"Graduacao";"Viuvo";42429;0;1;"2014-02-11";99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;0
8477;58;"Graduacao";"Divorciado";26150;2;1;"2013-03-11";61;5;1;13;3;5;1;1;1;0;3;7;0;0;0;0;0;0;0
2457;39;"Ensino Basico";"Casado";30801;0;1;"2012-10-26";23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;0
988;49;"Graduacao";"Casado";81168;0;0;"2014-05-07";84;410;0;592;147;22;22;1;6;4;7;3;0;1;0;0;0;0;0
7930;45;"Mestrado";"Solteiro";26877;0;0;"2013-08-19";74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;0
4587;70;"Mestrado";"Viuvo";45006;0;0;"2013-07-18";90;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;0
6682;41;"Ensino Basico";"Casado";18978;1;0;"2012-12-11";41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;0
6222;47;"Graduacao";"Casado";22574;2;1;"2013-10-28";28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;0
10299;45;"Doutorado";"Solteiro";48240;0;0;"2012-11-09";73;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;0;1
3083;40;"Graduacao";"Casado";45837;1;1;"2013-07-26";88;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;0
8953;49;"Mestrado";"Solteiro";35791;2;1;"2013-05-06";94;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;0;0
1503;38;"Doutorado";"Casado";162397;1;1;"2013-06-03";31;85;1;16;2;1;2;0;0;0;1;1;0;0;0;0;0;0;0
8650;36;"Graduacao";"Viuvo";54162;1;1;"2013-03-18";31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;0
10862;54;"Mestrado";"Casado";30522;0;1;"2012-08-17";6;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;0;0
2782;53;"Doutorado";"Casado";54456;0;1;"2013-07-11";23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;0
6941;43;"Graduacao";"Solteiro";31632;0;0;"2013-07-14";92;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;0
10972;65;"Graduacao";"Viuvo";72298;0;0;"2014-03-10";52;625;35;169;58;17;35;1;4;3;6;1;0;0;0;0;1;1;0
10708;36;"Ensino Medio";"Solteiro";36975;1;0;"2013-12-28";50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;0
6583;59;"Ensino Medio";"Casado";72635;0;0;"2013-06-03";54;390;22;323;104;35;107;1;6;8;6;3;0;1;0;0;0;0;0
3641;38;"Graduacao";"Casado";13624;1;0;"2013-01-20";93;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;0;0
10156;39;"Graduacao";"Solteiro";84196;0;1;"2013-06-03";56;215;63;507;231;31;190;1;8;4;7;3;0;0;0;0;0;0;0
4299;54;"Graduacao";"Casado";70971;0;1;"2012-09-21";28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;0;1
3469;37;"Doutorado";"Divorciado";34487;1;1;"2012-09-06";94;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;0
5063;37;"Graduacao";"Solteiro";28769;1;0;"2012-12-18";76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;0;0
10727;44;"Doutorado";"Casado";69084;1;0;"2013-11-19";43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;0;0
9624;56;"Doutorado";"Casado";65488;0;0;"2014-06-13";46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;0;0
5156;44;"Ensino Medio";"Casado";62466;0;1;"2014-01-15";13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0
4376;54;"Ensino Medio";"Solteiro";32218;0;0;"2014-02-15";27;10;24;15;13;1;30;1;2;1;3;7;0;0;0;1;0;0;1
8923;41;"Graduacao";"Solteiro";83917;0;0;"2013-04-18";12;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;0;1
8461;52;"Graduacao";"Divorciado";46102;2;1;"2014-03-10";3;14;0;1;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0
6945;62;"Graduacao";"Solteiro";84574;0;0;"2013-06-04";72;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;0;0
944;52;"Graduacao";"Casado";56181;0;1;"2013-01-08";6;121;103;69;8;44;48;1;4;2;7;4;0;0;0;0;0;0;0
1907;64;"Mestrado";"Divorciado";63120;0;1;"2012-09-28";53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;0;1
701;43;"Graduacao";"Casado";73691;0;1;"2013-11-06";58;707;21;250;85;43;73;2;6;2;8;2;0;0;0;1;0;0;0
3856;54;"Graduacao";"Casado";63381;0;1;"2012-10-05";78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;0
4149;66;"Doutorado";"Casado";76140;0;0;"2014-05-13";57;586;66;653;17;0;26;1;5;9;6;2;0;0;0;0;0;0;0
2131;55;"Doutorado";"Divorciado";62859;0;1;"2012-12-30";37;1063;89;102;16;12;25;4;9;4;6;6;0;0;0;0;0;0;0
2942;50;"Graduacao";"Solteiro";45906;0;1;"2013-05-07";20;305;3;27;4;3;144;2;5;4;4;5;0;0;0;1;0;0;0
1173;67;"Mestrado";"Casado";77632;0;0;"2013-03-10";73;1200;105;758;0;42;147;1;4;2;6;2;0;0;0;0;1;1;1
4381;43;"Doutorado";"Casado";46463;1;1;"2013-08-18";56;163;2;40;8;11;11;7;3;1;6;6;0;0;0;0;0;0;0
4611;44;"Graduacao";"Casado";105471;0;0;"2013-01-21";36;1009;181;104;202;21;207;0;9;8;13;3;0;1;0;0;0;1;1
3376;44;"Mestrado";"Divorciado";55282;1;0;"2013-12-13";9;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;0
4679;37;"Mestrado";"Casado";78710;0;1;"2014-05-23";42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;0
10928;56;"Graduacao";"Casado";66886;0;1;"2013-09-16";28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;0;0
4248;54;"Mestrado";"Solteiro";98777;0;0;"2014-02-17";23;1000;19;711;125;115;38;0;4;6;9;1;0;0;0;0;1;0;0
6728;29;"Graduacao";"Casado";29103;1;0;"2012-08-27";38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;0
6661;40;"Graduacao";"Casado";67445;0;1;"2012-08-12";63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;0;0
4725;64;"Doutorado";"Casado";50616;0;1;"2014-04-13";71;30;2;25;0;1;9;1;1;1;4;2;0;0;0;0;0;0;0
3277;59;"Graduacao";"Divorciado";49431;0;1;"2012-08-03";9;219;3;100;26;0;17;2;7;1;5;8;0;0;0;0;0;0;0
5555;39;"Graduacao";"Divorciado";153924;0;0;"2014-02-07";81;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2564;61;"Graduacao";"Casado";61278;0;1;"2014-01-04";87;111;3;28;2;6;15;2;3;1;4;6;0;0;0;0;0;0;0
946;56;"Ensino Medio";"Casado";26490;0;0;"2012-09-22";92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;0
3867;67;"Doutorado";"Casado";73059;0;1;"2013-08-31";36;410;112;420;0;82;71;1;9;3;13;4;0;0;0;0;0;0;0
6940;48;"Doutorado";"Solteiro";46734;1;2;"2013-10-21";86;100;1;39;6;1;76;4;3;2;3;6;0;0;0;1;0;0;0
55;51;"Graduacao";"Casado";56253;0;1;"2012-12-07";83;509;0;65;7;11;5;4;7;2;9;6;0;0;0;0;0;0;0
7093;29;"Graduacao";"Casado";19986;1;0;"2013-11-14";74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;0
5084;39;"Graduacao";"Viuvo";58330;0;1;"2013-12-25";87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;0;0
1777;34;"Ensino Basico";"Casado";25965;0;0;"2012-09-07";29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;0
8162;58;"Mestrado";"Casado";14661;0;0;"2013-01-01";88;4;1;11;6;2;2;1;1;0;3;6;0;0;0;0;0;0;0
10826;55;"Graduacao";"Casado";18690;0;0;"2012-12-28";77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;0;0
8754;40;"Doutorado";"Casado";45068;0;1;"2013-05-16";25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;0
1987;27;"Ensino Basico";"Solteiro";21063;1;0;"2013-09-25";34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;0
11007;46;"Doutorado";"Casado";29187;1;0;"2013-05-09";43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;0;0
7426;43;"Ensino Medio";"Casado";54690;1;1;"2013-11-07";76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;0;0
9153;50;"Doutorado";"Casado";59304;0;1;"2013-07-29";81;418;61;428;80;51;10;3;7;8;10;5;0;0;0;0;0;0;0
10379;52;"Mestrado";"Solteiro";59247;0;2;"2013-11-08";87;327;9;122;19;14;83;5;5;2;9;6;0;0;0;0;0;0;0
